qid,question,topic_key,topic,gold_row_no,gold_chroma_id,gold_title,linh_vuc,variant,difficulty,in_scope,oos_kind,chosen_tool,expected,hit
Q0269,chế độ người hoạt động kháng chiến bao lâu,khang_chien,chế độ người hoạt động kháng chiến,22,21,"Giải quyết chế độ người hoạt động kháng chiến giải phóng dân tộc, bảo vệ tổ quốc và làm nghĩa vụ quốc tế",Văn hóa - Xã hội,keyword,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0270,"cho hỏi ông tôi tham gia kháng chiến chống mỹ, giờ làm chế độ được không ?",khang_chien,chế độ người hoạt động kháng chiến,22,21,"Giải quyết chế độ người hoạt động kháng chiến giải phóng dân tộc, bảo vệ tổ quốc và làm nghĩa vụ quốc tế",Văn hóa - Xã hội,colloquial,medium,1,,none,get_procedure|search_procedures,0
Q0271,Tôi thất nghiệp muốn vay vốn quỹ quốc gia về việc làm để mở quán,vay_von_viec_lam,vay vốn hỗ trợ tạo việc làm,26;30,25;29,"Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với người lao động | Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với cơ sở sản xuất, kinh doanh.",Văn hóa - Xã hội,situational,hard,1,,none,get_procedure|search_procedures,0
Q0272,Cơ sở sản xuất nhỏ của tôi muốn vay vốn tạo việc làm thì làm sao,vay_von_viec_lam,vay vốn hỗ trợ tạo việc làm,26;30,25;29,"Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với người lao động | Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với cơ sở sản xuất, kinh doanh.",Văn hóa - Xã hội,situational,hard,1,,none,get_procedure|search_procedures,0
Q0273,vay vốn hỗ trợ tạo việc làm có mất phí không,vay_von_viec_lam,vay vốn hỗ trợ tạo việc làm,26;30,25;29,"Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với người lao động | Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với cơ sở sản xuất, kinh doanh.",Văn hóa - Xã hội,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0274,vay vốn hỗ trợ tạo việc làm bao nhiêu ngày thì xong,vay_von_viec_lam,vay vốn hỗ trợ tạo việc làm,26;30,25;29,"Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với người lao động | Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với cơ sở sản xuất, kinh doanh.",Văn hóa - Xã hội,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0275,vay vốn hỗ trợ tạo việc làm làm online được không,vay_von_viec_lam,vay vốn hỗ trợ tạo việc làm,26;30,25;29,"Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với người lao động | Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với cơ sở sản xuất, kinh doanh.",Văn hóa - Xã hội,facet_online,easy,1,,none,get_procedure|search_procedures,0
Q0276,vay vốn hỗ trợ tạo việc làm lệ phí bao nhiêu,vay_von_viec_lam,vay vốn hỗ trợ tạo việc làm,26;30,25;29,"Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với người lao động | Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với cơ sở sản xuất, kinh doanh.",Văn hóa - Xã hội,facet_fee,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0277,vay vốn hỗ trợ tạo việc làm nộp ở đâu,vay_von_viec_lam,vay vốn hỗ trợ tạo việc làm,26;30,25;29,"Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với người lao động | Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với cơ sở sản xuất, kinh doanh.",Văn hóa - Xã hội,facet_place,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0278,vay vốn hỗ trợ tạo việc làm mất bao lâu,vay_von_viec_lam,vay vốn hỗ trợ tạo việc làm,26;30,25;29,"Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với người lao động | Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với cơ sở sản xuất, kinh doanh.",Văn hóa - Xã hội,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0279,vay vốn hỗ trợ tạo việc làm cần giấy tờ gì,vay_von_viec_lam,vay vốn hỗ trợ tạo việc làm,26;30,25;29,"Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với người lao động | Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với cơ sở sản xuất, kinh doanh.",Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0280,hồ sơ vay vốn hỗ trợ tạo việc làm gồm những gì,vay_von_viec_lam,vay vốn hỗ trợ tạo việc làm,26;30,25;29,"Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với người lao động | Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với cơ sở sản xuất, kinh doanh.",Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0281,vay von ho tro tao viec lam can giay to gi,vay_von_viec_lam,vay vốn hỗ trợ tạo việc làm,26;30,25;29,"Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với người lao động | Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với cơ sở sản xuất, kinh doanh.",Văn hóa - Xã hội,no_diacritics,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0282,vay vốn hỗ trợ tạo việc làm cần gt j,vay_von_viec_lam,vay vốn hỗ trợ tạo việc làm,26;30,25;29,"Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với người lao động | Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với cơ sở sản xuất, kinh doanh.",Văn hóa - Xã hội,abbrev,hard,1,,none,get_procedure|search_procedures,0
Q0283,Tôi thất nghiệp muốn vay vốn quỹ quốc gia về việc làm đểể mở quán,vay_von_viec_lam,vay vốn hỗ trợ tạo việc làm,26;30,25;29,"Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với người lao động | Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với cơ sở sản xuất, kinh doanh.",Văn hóa - Xã hội,typo,hard,1,,none,get_procedure|search_procedures,0
Q0284,vay vốn hỗ trợ tạo việc làm phí,vay_von_viec_lam,vay vốn hỗ trợ tạo việc làm,26;30,25;29,"Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với người lao động | Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với cơ sở sản xuất, kinh doanh.",Văn hóa - Xã hội,keyword,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0285,ad ơi tôi thất nghiệp muốn vay vốn quỹ quốc gia về việc làm để mở quán vs ạ,vay_von_viec_lam,vay vốn hỗ trợ tạo việc làm,26;30,25;29,"Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với người lao động | Vay vốn hỗ trợ tạo việc làm, duy trì và mở rộng việc làm từ Quỹ quốc gia về việc làm đối với cơ sở sản xuất, kinh doanh.",Văn hóa - Xã hội,colloquial,medium,1,,none,get_procedure|search_procedures,0
Q0286,"Gia đình tôi mới chuyển nhà, muốn chuyển trường cho con đang học lớp 7",chuyen_truong_thcs,chuyển trường cho học sinh THCS,27,26,Chuyển trường đối với học sinh THCS,giáo dục và đào tạo,situational,hard,1,,none,get_procedure|search_procedures,0
Q0287,Thủ tục xin chuyển trường cấp 2 giữa năm học,chuyen_truong_thcs,chuyển trường cho học sinh THCS,27,26,Chuyển trường đối với học sinh THCS,giáo dục và đào tạo,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0288,chuyển trường cho học sinh THCS mất bao lâu,chuyen_truong_thcs,chuyển trường cho học sinh THCS,27,26,Chuyển trường đối với học sinh THCS,giáo dục và đào tạo,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0289,chuyển trường cho học sinh THCS bao nhiêu ngày thì xong,chuyen_truong_thcs,chuyển trường cho học sinh THCS,27,26,Chuyển trường đối với học sinh THCS,giáo dục và đào tạo,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0290,chuyển trường cho học sinh THCS lệ phí bao nhiêu,chuyen_truong_thcs,chuyển trường cho học sinh THCS,27,26,Chuyển trường đối với học sinh THCS,giáo dục và đào tạo,facet_fee,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0291,chuyển trường cho học sinh THCS cần giấy tờ gì,chuyen_truong_thcs,chuyển trường cho học sinh THCS,27,26,Chuyển trường đối với học sinh THCS,giáo dục và đào tạo,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0292,chuyển trường cho học sinh THCS có mất phí không,chuyen_truong_thcs,chuyển trường cho học sinh THCS,27,26,Chuyển trường đối với học sinh THCS,giáo dục và đào tạo,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0293,hồ sơ chuyển trường cho học sinh THCS gồm những gì,chuyen_truong_thcs,chuyển trường cho học sinh THCS,27,26,Chuyển trường đối với học sinh THCS,giáo dục và đào tạo,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0294,chuyển trường cho học sinh THCS làm online được không,chuyen_truong_thcs,chuyển trường cho học sinh THCS,27,26,Chuyển trường đối với học sinh THCS,giáo dục và đào tạo,facet_online,easy,1,,none,get_procedure|search_procedures,0
Q0295,chuyển trường cho học sinh THCS nộp ở đâu,chuyen_truong_thcs,chuyển trường cho học sinh THCS,27,26,Chuyển trường đối với học sinh THCS,giáo dục và đào tạo,facet_place,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0296,chuyen truong cho hoc sinh THCS can giay to gi,chuyen_truong_thcs,chuyển trường cho học sinh THCS,27,26,Chuyển trường đối với học sinh THCS,giáo dục và đào tạo,no_diacritics,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0297,"gia đình t mới chuyển nhà, muốn chuyển trường cho con đang học lớp 7",chuyen_truong_thcs,chuyển trường cho học sinh THCS,27,26,Chuyển trường đối với học sinh THCS,giáo dục và đào tạo,abbrev,hard,1,,none,get_procedure|search_procedures,0
Q0298,"Gia đình tôi mới chuyểnnhà, muốn chuyển trường cho con đang học lớp 7",chuyen_truong_thcs,chuyển trường cho học sinh THCS,27,26,Chuyển trường đối với học sinh THCS,giáo dục và đào tạo,typo,hard,1,,none,get_procedure|search_procedures,0
Q0299,chuyển trường cho học sinh THCS,chuyen_truong_thcs,chuyển trường cho học sinh THCS,27,26,Chuyển trường đối với học sinh THCS,giáo dục và đào tạo,keyword,medium,1,,none,get_procedure|search_procedures,0
Q0300,"gia đình tôi mới chuyển nhà, muốn chuyển trường cho con đang học lớp 7 v",chuyen_truong_thcs,chuyển trường cho học sinh THCS,27,26,Chuyển trường đối với học sinh THCS,giáo dục và đào tạo,colloquial,medium,1,,none,get_procedure|search_procedures,0
Q0301,"Con tôi thuộc diện chính sách, xin học bổng ở đâu",hoc_bong_chinh_sach,xét cấp học bổng chính sách,39,38,"Thủ tục xét, cấp học bổng chính sách",Giáo dục và Đào tạo,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0302,Điều kiện và hồ sơ để được cấp học bổng chính sách,hoc_bong_chinh_sach,xét cấp học bổng chính sách,39,38,"Thủ tục xét, cấp học bổng chính sách",Giáo dục và Đào tạo,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0303,xét cấp học bổng chính sách cần giấy tờ gì,hoc_bong_chinh_sach,xét cấp học bổng chính sách,39,38,"Thủ tục xét, cấp học bổng chính sách",Giáo dục và Đào tạo,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0304,xét cấp học bổng chính sách nộp ở đâu,hoc_bong_chinh_sach,xét cấp học bổng chính sách,39,38,"Thủ tục xét, cấp học bổng chính sách",Giáo dục và Đào tạo,facet_place,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0305,xét cấp học bổng chính sách làm online được không,hoc_bong_chinh_sach,xét cấp học bổng chính sách,39,38,"Thủ tục xét, cấp học bổng chính sách",Giáo dục và Đào tạo,facet_online,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0306,xét cấp học bổng chính sách bao nhiêu ngày thì xong,hoc_bong_chinh_sach,xét cấp học bổng chính sách,39,38,"Thủ tục xét, cấp học bổng chính sách",Giáo dục và Đào tạo,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0307,xét cấp học bổng chính sách mất bao lâu,hoc_bong_chinh_sach,xét cấp học bổng chính sách,39,38,"Thủ tục xét, cấp học bổng chính sách",Giáo dục và Đào tạo,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0308,xét cấp học bổng chính sách lệ phí bao nhiêu,hoc_bong_chinh_sach,xét cấp học bổng chính sách,39,38,"Thủ tục xét, cấp học bổng chính sách",Giáo dục và Đào tạo,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0309,xét cấp học bổng chính sách có mất phí không,hoc_bong_chinh_sach,xét cấp học bổng chính sách,39,38,"Thủ tục xét, cấp học bổng chính sách",Giáo dục và Đào tạo,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
